original_index,entrez_id,Grupo_Metabolico
2055,339453,Metabólico No Clasificado (Otros)
20,339451,Metabólico No Clasificado (Otros)
2089,339448,Metabólico No Clasificado (Otros)
2480,339442,No Metabólico / No en KEGG
3454,339416,Metabólico No Clasificado (Otros)
1278,339403,Metabólico No Clasificado (Otros)
53643,3394,9. Reguladores Metabólicos
6278,339398,Metabólico No Clasificado (Otros)
60054,339390,Metabólico No Clasificado (Otros)
59945,339366,Metabólico No Clasificado (Otros)
60553,339345,Metabólico No Clasificado (Otros)
60552,339344,Metabólico No Clasificado (Otros)
59513,339327,9. Reguladores Metabólicos
61042,339327,9. Reguladores Metabólicos
60394,339324,Metabólico No Clasificado (Otros)
59406,339318,9. Reguladores Metabólicos
58508,339302,Metabólico No Clasificado (Otros)
58216,339298,No Metabólico / No en KEGG
58738,339298,No Metabólico / No en KEGG
58000,339291,Metabólico No Clasificado (Otros)
57991,339290,No Metabólico / No en KEGG
57992,339290,No Metabólico / No en KEGG
58260,339290,No Metabólico / No en KEGG
55544,339287,Metabólico No Clasificado (Otros)
56975,339231,Metabólico No Clasificado (Otros)
55979,339230,Metabólico No Clasificado (Otros)
56974,339229,Metabólico No Clasificado (Otros)
55955,339221,3. Hidrolasas
56736,339210,Metabólico No Clasificado (Otros)
56598,339201,No Metabólico / No en KEGG
55803,339175,Metabólico No Clasificado (Otros)
55160,339168,Metabólico No Clasificado (Otros)
57045,339166,No Metabólico / No en KEGG
55137,339166,No Metabólico / No en KEGG
53711,339123,Metabólico No Clasificado (Otros)
14645,339122,Metabólico No Clasificado (Otros)
55043,339105,Metabólico No Clasificado (Otros)
44106,339,3. Hidrolasas
51947,338963,No Metabólico / No en KEGG
50869,338949,Metabólico No Clasificado (Otros)
48381,338917,9. Reguladores Metabólicos
48003,338879,Metabólico No Clasificado (Otros)
48004,338879,Metabólico No Clasificado (Otros)
46694,338870,No Metabólico / No en KEGG
46510,338864,No Metabólico / No en KEGG
47386,338864,No Metabólico / No en KEGG
46944,338862,No Metabólico / No en KEGG
43143,338817,No Metabólico / No en KEGG
45172,338817,No Metabólico / No en KEGG
46209,338799,No Metabólico / No en KEGG
46053,338799,No Metabólico / No en KEGG
44473,338785,Metabólico No Clasificado (Otros)
44867,338773,8. Transportadores y Receptores
44414,338761,Metabólico No Clasificado (Otros)
40860,338755,Metabólico No Clasificado (Otros)
40842,338751,Metabólico No Clasificado (Otros)
39543,338707,2. Transferasas
41956,338707,2. Transferasas
40364,338699,Metabólico No Clasificado (Otros)
42696,338694,No Metabólico / No en KEGG
40189,338692,Metabólico No Clasificado (Otros)
42203,338692,Metabólico No Clasificado (Otros)
42685,338692,Metabólico No Clasificado (Otros)
41266,338675,Metabólico No Clasificado (Otros)
41254,338674,Metabólico No Clasificado (Otros)
40628,338662,Metabólico No Clasificado (Otros)
41870,338661,Metabólico No Clasificado (Otros)
42475,338653,No Metabólico / No en KEGG
40778,338653,No Metabólico / No en KEGG
41971,338651,No Metabólico / No en KEGG
39572,338651,No Metabólico / No en KEGG
39792,338645,Metabólico No Clasificado (Otros)
60887,3386,Metabólico No Clasificado (Otros)
59138,3386,Metabólico No Clasificado (Otros)
37655,338596,Metabólico No Clasificado (Otros)
36639,338588,No Metabólico / No en KEGG
37433,338567,Metabólico No Clasificado (Otros)
37254,338557,Metabólico No Clasificado (Otros)
38778,338557,Metabólico No Clasificado (Otros)
38779,338557,Metabólico No Clasificado (Otros)
60098,3385,Metabólico No Clasificado (Otros)
45004,338442,Metabólico No Clasificado (Otros)
40730,338440,Metabólico No Clasificado (Otros)
27052,338436,No Metabólico / No en KEGG
50300,338433,Metabólico No Clasificado (Otros)
56815,3384,Metabólico No Clasificado (Otros)
25971,338398,Metabólico No Clasificado (Otros)
31934,338376,Metabólico No Clasificado (Otros)
43105,338339,Metabólico No Clasificado (Otros)
30506,338328,Metabólico No Clasificado (Otros)
29199,338328,Metabólico No Clasificado (Otros)
1229,338324,Metabólico No Clasificado (Otros)
39668,338323,Metabólico No Clasificado (Otros)
40874,338322,Metabólico No Clasificado (Otros)
60790,338321,Metabólico No Clasificado (Otros)
59137,3383,Metabólico No Clasificado (Otros)
60886,3383,Metabólico No Clasificado (Otros)
26171,3382,Metabólico No Clasificado (Otros)
15137,3381,Metabólico No Clasificado (Otros)
46423,338099,No Metabólico / No en KEGG
2632,338094,Metabólico No Clasificado (Otros)
27533,338069,No Metabólico / No en KEGG
48760,338005,No Metabólico / No en KEGG
48759,338004,No Metabólico / No en KEGG
10341,338,Metabólico No Clasificado (Otros)
10342,338,Metabólico No Clasificado (Otros)
7916,338,Metabólico No Clasificado (Otros)
10343,338,Metabólico No Clasificado (Otros)
63499,337985,Metabólico No Clasificado (Otros)
63495,337979,Metabólico No Clasificado (Otros)
63765,337978,Metabólico No Clasificado (Otros)
63766,337977,Metabólico No Clasificado (Otros)
63498,337976,Metabólico No Clasificado (Otros)
63496,337975,Metabólico No Clasificado (Otros)
63760,337974,Metabólico No Clasificado (Otros)
63759,337973,Metabólico No Clasificado (Otros)
63758,337972,Metabólico No Clasificado (Otros)
63757,337971,Metabólico No Clasificado (Otros)
63756,337970,Metabólico No Clasificado (Otros)
64288,337970,Metabólico No Clasificado (Otros)
63755,337969,Metabólico No Clasificado (Otros)
64038,337968,Metabólico No Clasificado (Otros)
63494,337968,Metabólico No Clasificado (Otros)
63762,337967,Metabólico No Clasificado (Otros)
63763,337966,Metabólico No Clasificado (Otros)
52361,337966,Metabólico No Clasificado (Otros)
63750,337963,Metabólico No Clasificado (Otros)
63753,337960,Metabólico No Clasificado (Otros)
63751,337959,Metabólico No Clasificado (Otros)
64287,337882,Metabólico No Clasificado (Otros)
63754,337882,Metabólico No Clasificado (Otros)
63769,337880,Metabólico No Clasificado (Otros)
63767,337879,Metabólico No Clasificado (Otros)
64289,337879,Metabólico No Clasificado (Otros)
63768,337878,Metabólico No Clasificado (Otros)
64290,337878,Metabólico No Clasificado (Otros)
18201,337876,2. Transferasas
46580,337867,Metabólico No Clasificado (Otros)
47471,337867,Metabólico No Clasificado (Otros)
43200,3375,Metabólico No Clasificado (Otros)
12699,3373,3. Hidrolasas
33713,3371,Metabólico No Clasificado (Otros)
32477,3371,Metabólico No Clasificado (Otros)
41798,337,Metabólico No Clasificado (Otros)
26384,3364,Metabólico No Clasificado (Otros)
27926,3364,Metabólico No Clasificado (Otros)
38079,3363,Metabólico No Clasificado (Otros)
247,3362,Metabólico No Clasificado (Otros)
26067,3361,Metabólico No Clasificado (Otros)
20946,3360,Metabólico No Clasificado (Otros)
3349,336,Metabólico No Clasificado (Otros)
40530,3359,Metabólico No Clasificado (Otros)
34456,3358,Metabólico No Clasificado (Otros)
9109,3357,Metabólico No Clasificado (Otros)
46873,3356,Metabólico No Clasificado (Otros)
11762,3355,Metabólico No Clasificado (Otros)
21752,3354,Metabólico No Clasificado (Otros)
2287,3352,Metabólico No Clasificado (Otros)
2286,3352,Metabólico No Clasificado (Otros)
22831,3351,Metabólico No Clasificado (Otros)
18967,3350,Metabólico No Clasificado (Otros)
41799,335,Metabólico No Clasificado (Otros)
15043,3347,Metabólico No Clasificado (Otros)
15044,3346,Metabólico No Clasificado (Otros)
6626,3344,9. Reguladores Metabólicos
18409,3340,2. Transferasas
18408,3340,2. Transferasas
42423,334,Metabólico No Clasificado (Otros)
40694,334,Metabólico No Clasificado (Otros)
54302,333929,9. Reguladores Metabólicos
6183,333926,3. Hidrolasas
2277,3339,Metabólico No Clasificado (Otros)
40100,3338,Metabólico No Clasificado (Otros)
60169,3337,Metabólico No Clasificado (Otros)
11250,3336,Metabólico No Clasificado (Otros)
61015,333,Metabólico No Clasificado (Otros)
59443,333,Metabólico No Clasificado (Otros)
8907,3329,5. Isomerasas
15139,3327,No Metabólico / No en KEGG
16734,3327,No Metabólico / No en KEGG
21593,3326,Metabólico No Clasificado (Otros)
42562,3324,No Metabólico / No en KEGG
2968,3321,Metabólico No Clasificado (Otros)
49429,3320,Metabólico No Clasificado (Otros)
50067,3320,Metabólico No Clasificado (Otros)
56933,332,Metabólico No Clasificado (Otros)
55944,332,Metabólico No Clasificado (Otros)
25546,3315,Metabólico No Clasificado (Otros)
19383,3313,Metabólico No Clasificado (Otros)
1374,3311,No Metabólico / No en KEGG
4710,3311,No Metabólico / No en KEGG
1369,3310,Metabólico No Clasificado (Otros)
34505,331,2. Transferasas
35738,331,2. Transferasas
32548,3309,5. Isomerasas
18231,3308,Metabólico No Clasificado (Otros)
48319,3306,Metabólico No Clasificado (Otros)
66007,3305,Metabólico No Clasificado (Otros)
66204,3305,Metabólico No Clasificado (Otros)
67076,3305,Metabólico No Clasificado (Otros)
66439,3305,Metabólico No Clasificado (Otros)
23404,3304,Metabólico No Clasificado (Otros)
23393,3304,Metabólico No Clasificado (Otros)
23394,3304,Metabólico No Clasificado (Otros)
23395,3304,Metabólico No Clasificado (Otros)
23403,3303,Metabólico No Clasificado (Otros)
66440,3303,Metabólico No Clasificado (Otros)
22499,3303,Metabólico No Clasificado (Otros)
23392,3303,Metabólico No Clasificado (Otros)
66205,3303,Metabólico No Clasificado (Otros)
67077,3303,Metabólico No Clasificado (Otros)
66008,3303,Metabólico No Clasificado (Otros)
33404,3301,Metabólico No Clasificado (Otros)
31127,3301,Metabólico No Clasificado (Otros)
7623,3300,Metabólico No Clasificado (Otros)
40462,330,Metabólico No Clasificado (Otros)
8988,33,1. Oxidorreductasas
54566,3299,9. Reguladores Metabólicos
21915,3298,9. Reguladores Metabólicos
29231,3297,9. Reguladores Metabólicos
18152,3295,4. Liasas
53622,3294,1. Oxidorreductasas
32334,3293,1. Oxidorreductasas
57656,3292,1. Oxidorreductasas
55583,3292,1. Oxidorreductasas
56559,3292,1. Oxidorreductasas
53524,3291,Metabólico No Clasificado (Otros)
1710,3290,1. Oxidorreductasas
40463,329,Metabólico No Clasificado (Otros)
1019,3284,1. Oxidorreductasas
1020,3283,1. Oxidorreductasas
53627,3281,Metabólico No Clasificado (Otros)
54626,3281,Metabólico No Clasificado (Otros)
13985,3280,9. Reguladores Metabólicos
12360,3280,9. Reguladores Metabólicos
48001,328,3. Hidrolasas
49371,327657,Metabólico No Clasificado (Otros)
61555,3276,2. Transferasas
61108,3276,2. Transferasas
63650,3275,2. Transferasas
18556,3274,Metabólico No Clasificado (Otros)
18557,3274,Metabólico No Clasificado (Otros)
12312,3273,Metabólico No Clasificado (Otros)
12311,3273,Metabólico No Clasificado (Otros)
60623,3270,Metabólico No Clasificado (Otros)
11601,327,3. Hidrolasas
11376,3269,Metabólico No Clasificado (Otros)
25674,3268,Metabólico No Clasificado (Otros)
7663,3267,Metabólico No Clasificado (Otros)
46003,326625,2. Transferasas
44882,326625,2. Transferasas
55879,326624,Metabólico No Clasificado (Otros)
34172,3266,Metabólico No Clasificado (Otros)
40734,3265,Metabólico No Clasificado (Otros)
14948,326340,Metabólico No Clasificado (Otros)
40851,3263,8. Transportadores y Receptores
63607,326,9. Reguladores Metabólicos
35754,3251,2. Transferasas
34536,3251,2. Transferasas
1322,325,Metabólico No Clasificado (Otros)
59413,3249,3. Hidrolasas
16391,3248,1. Oxidorreductasas
44994,3242,1. Oxidorreductasas
6394,3241,Metabólico No Clasificado (Otros)
55018,3240,Metabólico No Clasificado (Otros)
20936,324,Metabólico No Clasificado (Otros)
7356,3239,9. Reguladores Metabólicos
7357,3238,9. Reguladores Metabólicos
11165,3237,9. Reguladores Metabólicos
11166,3236,9. Reguladores Metabólicos
7358,3235,9. Reguladores Metabólicos
7359,3234,9. Reguladores Metabólicos
7362,3231,9. Reguladores Metabólicos
15791,323,Metabólico No Clasificado (Otros)
43410,3229,9. Reguladores Metabólicos
43411,3228,9. Reguladores Metabólicos
43414,3227,9. Reguladores Metabólicos
46217,3226,9. Reguladores Metabólicos
46218,3225,9. Reguladores Metabólicos
43416,3224,9. Reguladores Metabólicos
46220,3223,9. Reguladores Metabólicos
46221,3222,9. Reguladores Metabólicos
45298,3222,9. Reguladores Metabólicos
46219,3221,9. Reguladores Metabólicos
40850,322,Metabólico No Clasificado (Otros)
56669,3219,9. Reguladores Metabólicos
56668,3218,9. Reguladores Metabólicos
57936,3217,9. Reguladores Metabólicos
57927,3216,9. Reguladores Metabólicos
56667,3215,9. Reguladores Metabólicos
56666,3212,9. Reguladores Metabólicos
56665,3211,9. Reguladores Metabólicos
50378,321,Metabólico No Clasificado (Otros)
27850,3209,9. Reguladores Metabólicos
26252,3209,9. Reguladores Metabólicos
427,3208,Metabólico No Clasificado (Otros)
26250,3207,9. Reguladores Metabólicos
28395,3206,9. Reguladores Metabólicos
27847,3206,9. Reguladores Metabólicos
26249,3204,9. Reguladores Metabólicos
26248,3203,9. Reguladores Metabólicos
26247,3202,9. Reguladores Metabólicos
28345,3201,9. Reguladores Metabólicos
28344,3200,9. Reguladores Metabólicos
32157,320,Metabólico No Clasificado (Otros)
33538,320,Metabólico No Clasificado (Otros)
43799,32,6. Ligasas
26246,3199,9. Reguladores Metabólicos
26245,3198,9. Reguladores Metabólicos
6779,3196,9. Reguladores Metabólicos
9590,3196,9. Reguladores Metabólicos
37318,3195,9. Reguladores Metabólicos
6297,3192,Metabólico No Clasificado (Otros)
6154,3192,Metabólico No Clasificado (Otros)
6296,3192,Metabólico No Clasificado (Otros)
48358,319139,Metabólico No Clasificado (Otros)
48835,319103,Metabólico No Clasificado (Otros)
44466,319101,Metabólico No Clasificado (Otros)
21961,319100,Metabólico No Clasificado (Otros)
61608,3191,Metabólico No Clasificado (Otros)
48173,319089,Metabólico No Clasificado (Otros)
48497,319085,No Metabólico / No en KEGG
44537,319,Metabólico No Clasificado (Otros)
36998,3189,Metabólico No Clasificado (Otros)
36196,3188,Metabólico No Clasificado (Otros)
19677,3187,Metabólico No Clasificado (Otros)
37781,3185,Metabólico No Clasificado (Otros)
15980,3184,Metabólico No Clasificado (Otros)
48831,3183,Metabólico No Clasificado (Otros)
20315,3182,Metabólico No Clasificado (Otros)
18608,3182,Metabólico No Clasificado (Otros)
26241,3181,Metabólico No Clasificado (Otros)
31163,318,3. Hidrolasas
45074,317781,5. Isomerasas
49403,317762,Metabólico No Clasificado (Otros)
49093,317761,Metabólico No Clasificado (Otros)
49175,317760,No Metabólico / No en KEGG
49966,317760,No Metabólico / No en KEGG
63406,317754,Metabólico No Clasificado (Otros)
26865,317751,No Metabólico / No en KEGG
49505,317749,Metabólico No Clasificado (Otros)
55573,317719,Metabólico No Clasificado (Otros)
62820,317716,No Metabólico / No en KEGG
62824,317716,No Metabólico / No en KEGG
61874,317716,No Metabólico / No en KEGG
1962,317705,Metabólico No Clasificado (Otros)
60729,317703,Metabólico No Clasificado (Otros)
54026,317702,Metabólico No Clasificado (Otros)
59752,317701,Metabólico No Clasificado (Otros)
41443,3177,8. Transportadores y Receptores
20978,317671,Metabólico No Clasificado (Otros)
37053,317662,Metabólico No Clasificado (Otros)
12818,317649,Metabólico No Clasificado (Otros)
7202,3176,2. Transferasas
51655,3175,9. Reguladores Metabólicos
28887,3174,9. Reguladores Metabólicos
61974,3172,9. Reguladores Metabólicos
59606,3171,9. Reguladores Metabólicos
62331,3170,9. Reguladores Metabólicos
43718,317,Metabólico No Clasificado (Otros)
48966,3169,9. Reguladores Metabólicos
37483,3167,9. Reguladores Metabólicos
15678,3166,9. Reguladores Metabólicos
43381,3164,9. Reguladores Metabólicos
53127,3163,1. Oxidorreductasas
64700,3162,1. Oxidorreductasas
65499,3162,1. Oxidorreductasas
18482,3161,Metabólico No Clasificado (Otros)
7464,316,1. Oxidorreductasas
21480,3159,9. Reguladores Metabólicos
23675,3159,9. Reguladores Metabólicos
2988,3158,2. Transferasas
18881,3157,2. Transferasas
19995,3156,1. Oxidorreductasas
19994,3156,1. Oxidorreductasas
17956,3156,1. Oxidorreductasas
5240,3155,4. Liasas
2300,3155,4. Liasas
25575,3152,No Metabólico / No en KEGG
339,3151,Metabólico No Clasificado (Otros)
64367,3150,Metabólico No Clasificado (Otros)
63841,3150,Metabólico No Clasificado (Otros)
35796,3149,Metabólico No Clasificado (Otros)
34625,3149,Metabólico No Clasificado (Otros)
16379,3148,Metabólico No Clasificado (Otros)
47628,3146,Metabólico No Clasificado (Otros)
46762,3146,Metabólico No Clasificado (Otros)
40586,3145,2. Transferasas
1782,3142,9. Reguladores Metabólicos
63815,3141,6. Ligasas
64336,3141,6. Ligasas
4783,3140,Metabólico No Clasificado (Otros)
1531,3140,Metabólico No Clasificado (Otros)
55594,314,1. Oxidorreductasas
66534,3136,No Metabólico / No en KEGG
65941,3136,No Metabólico / No en KEGG
67350,3136,No Metabólico / No en KEGG
66903,3136,No Metabólico / No en KEGG
23300,3136,No Metabólico / No en KEGG
66944,3135,Metabólico No Clasificado (Otros)
23618,3135,Metabólico No Clasificado (Otros)
66484,3135,Metabólico No Clasificado (Otros)
66900,3135,Metabólico No Clasificado (Otros)
23299,3135,Metabólico No Clasificado (Otros)
66682,3135,Metabólico No Clasificado (Otros)
67351,3135,Metabólico No Clasificado (Otros)
66069,3135,Metabólico No Clasificado (Otros)
23317,3135,Metabólico No Clasificado (Otros)
24988,3135,Metabólico No Clasificado (Otros)
66306,3134,Metabólico No Clasificado (Otros)
67166,3134,Metabólico No Clasificado (Otros)
66532,3134,Metabólico No Clasificado (Otros)
66942,3134,Metabólico No Clasificado (Otros)
21311,3134,Metabólico No Clasificado (Otros)
66067,3134,Metabólico No Clasificado (Otros)
66899,3134,Metabólico No Clasificado (Otros)
67177,3133,Metabólico No Clasificado (Otros)
66081,3133,Metabólico No Clasificado (Otros)
66954,3133,Metabólico No Clasificado (Otros)
66544,3133,Metabólico No Clasificado (Otros)
66316,3133,Metabólico No Clasificado (Otros)
21324,3133,Metabólico No Clasificado (Otros)
66736,3133,Metabólico No Clasificado (Otros)
55740,3131,9. Reguladores Metabólicos
26309,313,3. Hidrolasas
25045,3127,Metabólico No Clasificado (Otros)
66658,3126,Metabólico No Clasificado (Otros)
22517,3126,Metabólico No Clasificado (Otros)
24337,3126,Metabólico No Clasificado (Otros)
24335,3126,Metabólico No Clasificado (Otros)
24334,3126,Metabólico No Clasificado (Otros)
66867,3126,Metabólico No Clasificado (Otros)
24332,3123,Metabólico No Clasificado (Otros)
66455,3123,Metabólico No Clasificado (Otros)
66657,3123,Metabólico No Clasificado (Otros)
66866,3123,Metabólico No Clasificado (Otros)
24345,3123,Metabólico No Clasificado (Otros)
25046,3123,Metabólico No Clasificado (Otros)
67297,3123,Metabólico No Clasificado (Otros)
66583,3122,Metabólico No Clasificado (Otros)
66366,3122,Metabólico No Clasificado (Otros)
67001,3122,Metabólico No Clasificado (Otros)
67220,3122,Metabólico No Clasificado (Otros)
66130,3122,Metabólico No Clasificado (Otros)
21379,3122,Metabólico No Clasificado (Otros)
66783,3122,Metabólico No Clasificado (Otros)
24341,3120,Metabólico No Clasificado (Otros)
24348,3120,Metabólico No Clasificado (Otros)
66662,3120,Metabólico No Clasificado (Otros)
66869,3120,Metabólico No Clasificado (Otros)
24352,3120,Metabólico No Clasificado (Otros)
22519,3120,Metabólico No Clasificado (Otros)
66225,3120,Metabólico No Clasificado (Otros)
24346,3120,Metabólico No Clasificado (Otros)
66457,3120,Metabólico No Clasificado (Otros)
66021,3120,Metabólico No Clasificado (Otros)
67301,3120,Metabólico No Clasificado (Otros)
67096,3120,Metabólico No Clasificado (Otros)
29957,312,Metabólico No Clasificado (Otros)
24529,3119,Metabólico No Clasificado (Otros)
24349,3119,Metabólico No Clasificado (Otros)
67300,3119,Metabólico No Clasificado (Otros)
66868,3119,Metabólico No Clasificado (Otros)
66661,3119,Metabólico No Clasificado (Otros)
22518,3119,Metabólico No Clasificado (Otros)
24350,3119,Metabólico No Clasificado (Otros)
67095,3119,Metabólico No Clasificado (Otros)
23655,3119,Metabólico No Clasificado (Otros)
66456,3119,Metabólico No Clasificado (Otros)
24338,3119,Metabólico No Clasificado (Otros)
66224,3119,Metabólico No Clasificado (Otros)
24342,3119,Metabólico No Clasificado (Otros)
24336,3119,Metabólico No Clasificado (Otros)
66587,3118,Metabólico No Clasificado (Otros)
66787,3118,Metabólico No Clasificado (Otros)
67224,3118,Metabólico No Clasificado (Otros)
66134,3118,Metabólico No Clasificado (Otros)
65970,3118,Metabólico No Clasificado (Otros)
67005,3118,Metabólico No Clasificado (Otros)
66370,3118,Metabólico No Clasificado (Otros)
23431,3117,Metabólico No Clasificado (Otros)
67002,3117,Metabólico No Clasificado (Otros)
23434,3117,Metabólico No Clasificado (Otros)
66131,3117,Metabólico No Clasificado (Otros)
66784,3117,Metabólico No Clasificado (Otros)
67221,3117,Metabólico No Clasificado (Otros)
66367,3117,Metabólico No Clasificado (Otros)
66584,3117,Metabólico No Clasificado (Otros)
21380,3117,Metabólico No Clasificado (Otros)
66922,3116,No Metabólico / No en KEGG
66041,3116,No Metabólico / No en KEGG
67229,3116,No Metabólico / No en KEGG
67122,3116,No Metabólico / No en KEGG
66711,3116,No Metabólico / No en KEGG
23662,3116,No Metabólico / No en KEGG
66256,3116,No Metabólico / No en KEGG
21388,3116,No Metabólico / No en KEGG
66923,3115,Metabólico No Clasificado (Otros)
67228,3115,Metabólico No Clasificado (Otros)
66373,3115,Metabólico No Clasificado (Otros)
21387,3115,Metabólico No Clasificado (Otros)
66040,3115,Metabólico No Clasificado (Otros)
66710,3115,Metabólico No Clasificado (Otros)
67121,3115,Metabólico No Clasificado (Otros)
66255,3115,Metabólico No Clasificado (Otros)
67101,3113,Metabólico No Clasificado (Otros)
66024,3113,Metabólico No Clasificado (Otros)
66873,3113,Metabólico No Clasificado (Otros)
66461,3113,Metabólico No Clasificado (Otros)
22524,3113,Metabólico No Clasificado (Otros)
66229,3113,Metabólico No Clasificado (Otros)
66667,3113,Metabólico No Clasificado (Otros)
67305,3113,Metabólico No Clasificado (Otros)
67345,3112,Metabólico No Clasificado (Otros)
66046,3112,Metabólico No Clasificado (Otros)
25048,3112,Metabólico No Clasificado (Otros)
66283,3112,Metabólico No Clasificado (Otros)
66514,3112,Metabólico No Clasificado (Otros)
66920,3112,Metabólico No Clasificado (Otros)
66460,3111,Metabólico No Clasificado (Otros)
66228,3111,Metabólico No Clasificado (Otros)
67304,3111,Metabólico No Clasificado (Otros)
66872,3111,Metabólico No Clasificado (Otros)
66666,3111,Metabólico No Clasificado (Otros)
22523,3111,Metabólico No Clasificado (Otros)
67100,3111,Metabólico No Clasificado (Otros)
27067,3110,9. Reguladores Metabólicos
38025,311,Metabólico No Clasificado (Otros)
39290,311,Metabólico No Clasificado (Otros)
66482,3109,Metabólico No Clasificado (Otros)
66259,3109,Metabólico No Clasificado (Otros)
67352,3109,Metabólico No Clasificado (Otros)
66706,3109,Metabólico No Clasificado (Otros)
67147,3109,Metabólico No Clasificado (Otros)
66926,3109,Metabólico No Clasificado (Otros)
25050,3109,Metabólico No Clasificado (Otros)
66034,3109,Metabólico No Clasificado (Otros)
66707,3108,Metabólico No Clasificado (Otros)
66035,3108,Metabólico No Clasificado (Otros)
67148,3108,Metabólico No Clasificado (Otros)
66260,3108,Metabólico No Clasificado (Otros)
66927,3108,Metabólico No Clasificado (Otros)
67353,3108,Metabólico No Clasificado (Otros)
25051,3108,Metabólico No Clasificado (Otros)
66483,3108,Metabólico No Clasificado (Otros)
66263,3107,Metabólico No Clasificado (Otros)
67323,3107,Metabólico No Clasificado (Otros)
24258,3107,Metabólico No Clasificado (Otros)
24982,3107,Metabólico No Clasificado (Otros)
24259,3107,Metabólico No Clasificado (Otros)
66264,3106,Metabólico No Clasificado (Otros)
23636,3106,Metabólico No Clasificado (Otros)
23350,3106,Metabólico No Clasificado (Otros)
67063,3106,Metabólico No Clasificado (Otros)
66685,3106,Metabólico No Clasificado (Otros)
67064,3106,Metabólico No Clasificado (Otros)
67324,3106,Metabólico No Clasificado (Otros)
24261,3106,Metabólico No Clasificado (Otros)
24260,3106,Metabólico No Clasificado (Otros)
66891,3106,Metabólico No Clasificado (Otros)
23363,3106,Metabólico No Clasificado (Otros)
24254,3106,Metabólico No Clasificado (Otros)
24257,3106,Metabólico No Clasificado (Otros)
24983,3106,Metabólico No Clasificado (Otros)
67169,3105,Metabólico No Clasificado (Otros)
67129,3105,Metabólico No Clasificado (Otros)
66536,3105,Metabólico No Clasificado (Otros)
65943,3105,Metabólico No Clasificado (Otros)
23307,3105,Metabólico No Clasificado (Otros)
66486,3105,Metabólico No Clasificado (Otros)
66902,3105,Metabólico No Clasificado (Otros)
23315,3105,Metabólico No Clasificado (Otros)
66072,3105,Metabólico No Clasificado (Otros)
21315,3105,Metabólico No Clasificado (Otros)
24207,3105,Metabólico No Clasificado (Otros)
90,3104,9. Reguladores Metabólicos
19644,3101,2. Transferasas
37973,310,Metabólico No Clasificado (Otros)
56437,31,6. Ligasas
57618,31,6. Ligasas
6783,3099,2. Transferasas
9593,3099,2. Transferasas
38665,3098,2. Transferasas
37014,3098,2. Transferasas
23113,3097,9. Reguladores Metabólicos
32016,30968,8. Transportadores y Receptores
21075,3096,9. Reguladores Metabólicos
19312,3094,Metabólico No Clasificado (Otros)
20767,3094,Metabólico No Clasificado (Otros)
14906,3093,2. Transferasas
26550,3092,Metabólico No Clasificado (Otros)
50095,3091,9. Reguladores Metabólicos
57455,3090,9. Reguladores Metabólicos
57024,3090,9. Reguladores Metabólicos
55088,3090,9. Reguladores Metabólicos
19493,309,Metabólico No Clasificado (Otros)
37249,3087,9. Reguladores Metabólicos
57901,30851,Metabólico No Clasificado (Otros)
55884,30850,Metabólico No Clasificado (Otros)
13042,30849,2. Transferasas
35422,30848,Metabólico No Clasificado (Otros)
59631,30846,Metabólico No Clasificado (Otros)
6536,30845,Metabólico No Clasificado (Otros)
52687,30844,Metabólico No Clasificado (Otros)
51456,30844,Metabólico No Clasificado (Otros)
28649,3084,Metabólico No Clasificado (Otros)
28646,3084,Metabólico No Clasificado (Otros)
28644,3084,Metabólico No Clasificado (Otros)
55516,30837,Metabólico No Clasificado (Otros)
2822,30836,Metabólico No Clasificado (Otros)
60055,30835,Metabólico No Clasificado (Otros)
61222,30835,Metabólico No Clasificado (Otros)
56890,30833,3. Hidrolasas
57374,30833,3. Hidrolasas
18616,30832,9. Reguladores Metabólicos
14719,3083,Metabólico No Clasificado (Otros)
58475,30827,9. Reguladores Metabólicos
18510,30820,Metabólico No Clasificado (Otros)
26578,3082,Metabólico No Clasificado (Otros)
38175,30819,Metabólico No Clasificado (Otros)
6888,30818,Metabólico No Clasificado (Otros)
60172,30817,Metabólico No Clasificado (Otros)
26614,30816,Metabólico No Clasificado (Otros)
33874,30815,Metabólico No Clasificado (Otros)
2255,30814,3. Hidrolasas
62361,30813,9. Reguladores Metabólicos
53033,30812,9. Reguladores Metabólicos
63503,30811,2. Transferasas
12958,3081,1. Oxidorreductasas
6202,3080,Metabólico No Clasificado (Otros)
16157,308,Metabólico No Clasificado (Otros)
6201,3078,Metabólico No Clasificado (Otros)
21154,3077,Metabólico No Clasificado (Otros)
23572,3077,Metabólico No Clasificado (Otros)
24464,3077,Metabólico No Clasificado (Otros)
6198,3075,Metabólico No Clasificado (Otros)
17952,3074,3. Hidrolasas
19992,3074,3. Hidrolasas
52963,3073,3. Hidrolasas
50867,3073,3. Hidrolasas
52450,3073,3. Hidrolasas
43431,3071,Metabólico No Clasificado (Otros)
37262,3070,Metabólico No Clasificado (Otros)
38782,3070,Metabólico No Clasificado (Otros)
6726,307,Metabólico No Clasificado (Otros)
9198,3069,Metabólico No Clasificado (Otros)
9199,3069,Metabólico No Clasificado (Otros)
3282,3068,Metabólico No Clasificado (Otros)
51544,3067,4. Liasas
22972,3066,3. Hidrolasas
24736,3066,3. Hidrolasas
419,3065,3. Hidrolasas
14716,3064,Metabólico No Clasificado (Otros)
